Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Expected_ROI,ROI_Deviation
61745,Alpha Innovations,Social Media,Men 18-24,60 days,Email,0.09,7895.0,2.74,New York,Spanish,998,8839,10,Tech Enthusiasts,1/3/2021,14.419407228969083,-11.679407228969083
61948,Innovate Industries,Social Media,Men 18-24,45 days,Instagram,0.19,7174.0,2.45,Houston,Mandarin,959,7049,10,Health & Wellness,20-09-2021,15.868583784877464,-13.418583784877463
61993,TechCorp,Search,Men 18-24,15 days,Facebook,0.14,5678.0,4.58,Miami,French,836,9610,9,Tech Enthusiasts,4/11/2021,18.04457521406126,-13.464575214061261
62133,DataTech Solutions,Email,Men 18-24,45 days,Google Ads,0.11,5374.0,6.46,New York,French,790,2096,10,Health & Wellness,24-03-2021,21.18370302804446,-14.723703028044458
62813,TechCorp,Influencer,Men 18-24,60 days,Google Ads,0.19,6314.0,2.55,New York,Spanish,244,7448,8,Health & Wellness,2/2/2021,14.423974668699515,-11.873974668699514
62879,TechCorp,Email,Men 18-24,30 days,YouTube,0.11,6860.0,3.37,Chicago,English,505,9132,10,Foodies,9/4/2021,16.59493003975378,-13.22493003975378
63176,Alpha Innovations,Search,Men 18-24,60 days,Facebook,0.2,5635.0,5.34,Miami,French,548,6080,10,Health & Wellness,31-01-2021,20.202523526656776,-14.862523526656776
63224,Innovate Industries,Social Media,Men 18-24,45 days,YouTube,0.09,5515.0,2.59,Los Angeles,English,241,1515,9,Foodies,20-03-2021,18.577896294730706,-15.987896294730707
63735,Innovate Industries,Email,Men 18-24,30 days,Facebook,0.15,5348.0,5.61,Houston,English,212,2471,8,Fashionistas,13-08-2021,17.029352292103354,-11.419352292103355
63856,TechCorp,Display,Men 18-24,15 days,Email,0.08,6860.0,3.99,Houston,French,216,7902,10,Outdoor Adventurers,12/12/2021,16.59493003975378,-12.60493003975378
64026,NexGen Systems,Email,Men 18-24,15 days,YouTube,0.14,8454.0,2.03,New York,German,817,3909,10,Health & Wellness,31-05-2021,13.465959317803517,-11.435959317803517
64059,TechCorp,Influencer,Men 18-24,15 days,Google Ads,0.2,5123.0,5.78,Miami,Spanish,349,3889,10,Health & Wellness,3/7/2021,22.221592830901997,-16.441592830901996
64109,TechCorp,Display,Men 18-24,45 days,Facebook,0.09,5385.0,2.28,Miami,Mandarin,486,7404,10,Health & Wellness,22-08-2021,21.14043083987204,-18.860430839872038
64182,TechCorp,Email,Men 18-24,60 days,Facebook,0.2,5049.0,2.19,Miami,German,232,3815,6,Outdoor Adventurers,3/11/2021,13.52836839842079,-11.33836839842079
64539,Alpha Innovations,Search,Men 18-24,45 days,Website,0.09,5155.0,6.33,Chicago,English,777,5987,10,Foodies,26-10-2021,22.08365083854722,-15.753650838547221
64688,Innovate Industries,Email,Men 18-24,60 days,Instagram,0.08,5204.0,7.14,Houston,French,796,7889,9,Outdoor Adventurers,24-03-2021,19.688143363843167,-12.548143363843167
65318,Alpha Innovations,Social Media,Men 18-24,30 days,Email,0.08,5253.0,4.37,Los Angeles,Mandarin,628,8826,9,Fashionistas,14-12-2021,19.504492302577543,-15.134492302577542
65582,TechCorp,Search,Men 18-24,60 days,Website,0.16,5486.0,6.05,Miami,Mandarin,221,1355,10,Health & Wellness,4/9/2021,20.751224949455146,-14.701224949455145
65920,NexGen Systems,Social Media,Men 18-24,30 days,Google Ads,0.13,5248.0,5.23,Chicago,English,415,1790,9,Fashionistas,8/8/2021,19.523075088688998,-14.293075088688997
65957,TechCorp,Search,Men 18-24,45 days,Website,0.17,6577.0,5.86,Houston,English,701,9937,10,Outdoor Adventurers,14-09-2021,17.308988911769944,-11.448988911769945
65958,Innovate Industries,Search,Men 18-24,30 days,Instagram,0.18,6680.0,3.79,Houston,Spanish,793,8502,9,Tech Enthusiasts,15-09-2021,15.337888931952072,-11.547888931952073
65984,Innovate Industries,Display,Men 18-24,15 days,Facebook,0.09,6442.0,2.25,Houston,French,351,7855,8,Tech Enthusiasts,11/10/2021,14.137375979225201,-11.887375979225201
65995,TechCorp,Influencer,Men 18-24,30 days,Website,0.11,6618.0,3.05,New York,French,708,3568,9,Health & Wellness,22-10-2021,15.481580245608923,-12.431580245608924
66061,Innovate Industries,Email,Men 18-24,15 days,Email,0.12,6493.0,2.55,Chicago,German,831,3062,8,Fashionistas,27-12-2021,14.026332366882604,-11.476332366882605
66093,NexGen Systems,Influencer,Men 18-24,60 days,YouTube,0.12,5709.0,5.61,New York,French,533,5701,9,Foodies,28-01-2021,17.946592759754747,-12.336592759754748
66309,Alpha Innovations,Social Media,Men 18-24,60 days,Google Ads,0.18,5247.0,3.14,Chicago,Mandarin,897,4891,10,Health & Wellness,1/9/2021,21.696439884259753,-18.556439884259753
66478,Alpha Innovations,Display,Men 18-24,15 days,Google Ads,0.15,6014.0,2.84,New York,French,579,2366,10,Tech Enthusiasts,17-02-2021,18.9293681530946,-16.0893681530946
66579,Innovate Industries,Search,Men 18-24,30 days,YouTube,0.16,5607.0,2.07,Miami,Spanish,279,5741,9,Foodies,29-05-2021,18.273069032537872,-16.203069032537872
66652,Alpha Innovations,Display,Men 18-24,45 days,Google Ads,0.19,5503.0,4.36,Chicago,English,625,6615,8,Fashionistas,10/8/2021,16.54969581286003,-12.18969581286003
66915,TechCorp,Influencer,Men 18-24,30 days,Website,0.19,6070.0,6.89,Miami,French,394,6251,10,Outdoor Adventurers,30-04-2021,18.754731478206082,-11.864731478206082
67161,TechCorp,Email,Men 18-24,60 days,Website,0.14,5452.0,7.15,Miami,Mandarin,122,6827,9,Fashionistas,1/1/2021,18.792571178547295,-11.642571178547295
67380,Alpha Innovations,Influencer,Men 18-24,45 days,Instagram,0.18,7250.0,2.52,Chicago,Mandarin,634,3126,10,Tech Enthusiasts,8/8/2021,15.702237251408404,-13.182237251408404
67567,NexGen Systems,Display,Men 18-24,15 days,Instagram,0.17,5069.0,4.72,Los Angeles,English,309,3256,9,Health & Wellness,11/2/2021,20.21248728850658,-15.492487288506581
67584,TechCorp,Display,Men 18-24,30 days,Instagram,0.19,5172.0,7.64,Miami,Mandarin,976,9864,10,Outdoor Adventurers,28-02-2021,22.011063432465377,-14.371063432465377
67764,NexGen Systems,Display,Men 18-24,30 days,YouTube,0.18,6103.0,3.42,Houston,English,880,8559,10,Fashionistas,27-08-2021,18.65332132929886,-15.233321329298859
68024,Innovate Industries,Influencer,Men 18-24,30 days,Google Ads,0.17,6531.0,5.5,Miami,Spanish,820,3743,10,Foodies,14-05-2021,17.430901863835693,-11.930901863835693
68072,Innovate Industries,Search,Men 18-24,15 days,YouTube,0.15,5861.0,6.59,New York,French,218,3829,10,Foodies,1/7/2021,19.423514770979512,-12.833514770979512
68195,DataTech Solutions,Influencer,Men 18-24,60 days,Facebook,0.1,5136.0,7.09,Houston,Mandarin,186,2988,9,Tech Enthusiasts,1/11/2021,19.948811928629254,-12.858811928629255
68225,DataTech Solutions,Influencer,Men 18-24,60 days,Facebook,0.19,5935.0,4.04,Chicago,French,883,9687,9,Fashionistas,1/12/2021,17.26320102197807,-13.22320102197807
68571,Alpha Innovations,Influencer,Men 18-24,15 days,Website,0.18,5812.0,2.52,Chicago,French,765,3857,8,Tech Enthusiasts,12/11/2021,15.669816940497032,-13.149816940497033
68711,Alpha Innovations,Display,Men 18-24,30 days,Email,0.18,7452.0,2.44,New York,German,902,5222,10,Outdoor Adventurers,1/4/2021,15.276599580342316,-12.836599580342316
68778,Alpha Innovations,Social Media,Men 18-24,60 days,YouTube,0.08,6208.0,3.9,Chicago,French,334,3325,10,Outdoor Adventurers,7/6/2021,18.337825398310393,-14.437825398310393
69060,Innovate Industries,Influencer,Men 18-24,30 days,Facebook,0.16,5444.0,3.27,Miami,French,249,1406,10,Tech Enthusiasts,16-03-2021,20.911318896530297,-17.641318896530297
69457,DataTech Solutions,Display,Men 18-24,60 days,Website,0.08,6580.0,2.27,Chicago,English,772,7618,10,Fashionistas,17-04-2021,17.301097275487983,-15.031097275487983
69474,Innovate Industries,Display,Men 18-24,60 days,YouTube,0.19,5944.0,6.04,New York,Mandarin,368,3611,10,Foodies,4/5/2021,19.152291398504527,-13.112291398504528
69511,DataTech Solutions,Email,Men 18-24,30 days,YouTube,0.18,5785.0,2.4,Chicago,English,538,2740,9,Fashionistas,10/6/2021,17.71082075461363,-15.310820754613628
69644,NexGen Systems,Display,Men 18-24,60 days,Google Ads,0.08,7485.0,2.74,Chicago,Spanish,918,4505,10,Tech Enthusiasts,21-10-2021,15.209247838705535,-12.469247838705535
69756,DataTech Solutions,Influencer,Men 18-24,30 days,Facebook,0.1,5288.0,5.3,Miami,French,471,1571,9,Fashionistas,10/2/2021,19.375396759727657,-14.075396759727656
70018,Alpha Innovations,Search,Men 18-24,45 days,Instagram,0.13,5591.0,2.54,Los Angeles,Mandarin,685,6269,10,Fashionistas,30-10-2021,20.3615131591327,-17.8215131591327
70023,TechCorp,Search,Men 18-24,45 days,Facebook,0.18,5281.0,4.14,Miami,Mandarin,482,2359,10,Outdoor Adventurers,4/11/2021,21.556754416343672,-17.41675441634367
70072,Innovate Industries,Influencer,Men 18-24,45 days,Website,0.19,7353.0,2.94,Chicago,Mandarin,860,8711,10,Tech Enthusiasts,23-12-2021,15.482282071632113,-12.542282071632114
70126,NexGen Systems,Email,Men 18-24,60 days,Email,0.09,5180.0,4.01,Chicago,Spanish,898,8446,8,Tech Enthusiasts,15-02-2021,17.581655609685086,-13.571655609685086
70731,Alpha Innovations,Search,Men 18-24,30 days,Website,0.18,5594.0,4.05,Chicago,English,874,1746,10,Fashionistas,13-10-2021,20.350593506026264,-16.300593506026264
70810,Alpha Innovations,Email,Men 18-24,45 days,Instagram,0.16,5194.0,5.84,Houston,German,150,2422,10,Health & Wellness,31-12-2021,21.91783212797669,-16.07783212797669
70818,NexGen Systems,Display,Men 18-24,45 days,Website,0.17,5107.0,3.86,New York,English,504,8700,9,Outdoor Adventurers,8/1/2021,20.062090868502025,-16.202090868502026
70842,NexGen Systems,Display,Men 18-24,45 days,Facebook,0.12,6239.0,6.9,Chicago,French,496,9615,10,Health & Wellness,1/2/2021,18.246709420213325,-11.346709420213324
70853,Innovate Industries,Search,Men 18-24,30 days,Google Ads,0.14,6033.0,3.56,Chicago,French,222,5524,10,Outdoor Adventurers,12/2/2021,18.86975303708121,-15.30975303708121
70874,Alpha Innovations,Email,Men 18-24,60 days,Facebook,0.19,5020.0,6.84,Chicago,English,485,9602,10,Foodies,5/3/2021,22.677533879026083,-15.837533879026083
70988,NexGen Systems,Display,Men 18-24,60 days,Website,0.12,5753.0,5.09,Los Angeles,German,347,7609,9,Outdoor Adventurers,27-06-2021,17.809333924116086,-12.719333924116086
71383,Alpha Innovations,Email,Men 18-24,45 days,Google Ads,0.15,5317.0,7.31,New York,Mandarin,204,4459,10,Tech Enthusiasts,27-07-2021,21.410799336601638,-14.10079933660164
71475,Alpha Innovations,Influencer,Men 18-24,30 days,Facebook,0.17,6832.0,2.74,Chicago,Mandarin,715,8295,9,Outdoor Adventurers,27-10-2021,14.996647843302085,-12.256647843302085
71980,TechCorp,Email,Men 18-24,30 days,Email,0.17,5261.0,6.88,Chicago,French,397,6063,10,Foodies,16-03-2021,21.638703682324827,-14.758703682324828
71983,Alpha Innovations,Search,Men 18-24,30 days,YouTube,0.1,6343.0,4.82,Los Angeles,Mandarin,866,5128,9,Foodies,19-03-2021,16.152782289995248,-11.332782289995247
72005,DataTech Solutions,Display,Men 18-24,15 days,Website,0.19,6310.0,6.05,Los Angeles,Spanish,718,4506,10,Tech Enthusiasts,10/4/2021,18.04139779282265,-11.99139779282265
72015,NexGen Systems,Influencer,Men 18-24,30 days,Email,0.15,7378.0,2.56,Chicago,Mandarin,853,4588,9,Outdoor Adventurers,20-04-2021,13.886838989623183,-11.326838989623182
72065,TechCorp,Display,Men 18-24,45 days,YouTube,0.11,5244.0,6.55,New York,English,600,4738,9,Tech Enthusiasts,9/6/2021,19.537966831700963,-12.987966831700962
72150,NexGen Systems,Email,Men 18-24,45 days,Facebook,0.2,5767.0,5.19,Houston,French,607,4695,10,Tech Enthusiasts,2/9/2021,19.740110988852248,-14.550110988852246
72200,NexGen Systems,Social Media,Men 18-24,30 days,YouTube,0.15,6244.0,3.21,Houston,English,554,3898,10,Foodies,22-10-2021,18.23209802573846,-15.022098025738458
72359,NexGen Systems,Social Media,Men 18-24,45 days,Website,0.14,5643.0,3.69,Houston,Spanish,254,2128,8,Tech Enthusiasts,30-03-2021,16.139106159519535,-12.449106159519536
72445,DataTech Solutions,Influencer,Men 18-24,15 days,YouTube,0.12,5433.0,4.63,Los Angeles,French,322,3370,9,Fashionistas,24-06-2021,18.858291563673816,-14.228291563673817
72456,Innovate Industries,Display,Men 18-24,15 days,Website,0.12,5119.0,4.55,New York,French,266,2173,10,Tech Enthusiasts,5/7/2021,22.2389568417095,-17.688956841709498
72713,TechCorp,Email,Men 18-24,60 days,Google Ads,0.15,5823.0,4.66,Chicago,Spanish,761,8998,10,Fashionistas,19-03-2021,19.550269632957395,-14.890269632957395
72806,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.1,5998.0,5.34,Los Angeles,Mandarin,882,6131,9,Tech Enthusiasts,20-06-2021,17.081876969896605,-11.741876969896605
73200,Alpha Innovations,Social Media,Men 18-24,45 days,Email,0.08,5138.0,5.84,New York,French,560,3628,10,Health & Wellness,19-07-2021,22.156718581687606,-16.316718581687606
73535,DataTech Solutions,Search,Men 18-24,15 days,Instagram,0.13,6902.0,4.14,Chicago,German,967,7607,10,Fashionistas,19-06-2021,16.493946692655886,-12.353946692655885
73840,TechCorp,Search,Men 18-24,60 days,YouTube,0.13,6684.0,3.41,Chicago,English,289,4755,10,Tech Enthusiasts,20-04-2021,17.03190007072276,-13.62190007072276
73846,Alpha Innovations,Social Media,Men 18-24,45 days,Google Ads,0.15,6997.0,3.07,New York,French,811,9662,9,Outdoor Adventurers,26-04-2021,14.643003868149185,-11.573003868149184
74180,Innovate Industries,Search,Men 18-24,15 days,YouTube,0.14,5732.0,4.56,Los Angeles,Spanish,888,9090,10,Foodies,26-03-2021,19.86064551163833,-15.300645511638333
74342,Innovate Industries,Display,Men 18-24,60 days,Google Ads,0.09,5771.0,4.97,Chicago,German,397,1774,10,Health & Wellness,4/9/2021,19.7264287077995,-14.7564287077995
74409,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,0.1,7371.0,2.02,Houston,Spanish,412,2394,9,Outdoor Adventurers,10/11/2021,13.900026870904878,-11.880026870904878
74475,Innovate Industries,Influencer,Men 18-24,60 days,Website,0.15,6105.0,2.84,Miami,Mandarin,176,1957,9,Fashionistas,15-01-2021,16.782489445608494,-13.942489445608494
74561,NexGen Systems,Display,Men 18-24,30 days,Instagram,0.08,5263.0,3.99,Los Angeles,French,682,3537,10,Foodies,11/4/2021,21.630480728236925,-17.640480728236923
74596,TechCorp,Display,Men 18-24,45 days,Instagram,0.17,6562.0,3.18,New York,French,228,7479,10,Outdoor Adventurers,16-05-2021,17.34855532958106,-14.16855532958106
74923,Alpha Innovations,Display,Men 18-24,30 days,Email,0.19,5135.0,3.83,Los Angeles,German,492,4051,7,Tech Enthusiasts,8/4/2021,15.518764177389999,-11.688764177389999
75101,Alpha Innovations,Display,Men 18-24,30 days,Instagram,0.14,5534.0,2.14,Los Angeles,German,291,1357,10,Foodies,3/10/2021,20.57123600880212,-18.43123600880212
75162,NexGen Systems,Email,Men 18-24,60 days,Email,0.14,6367.0,3.94,Miami,French,106,6552,9,Health & Wellness,3/12/2021,16.091895408424666,-12.151895408424666
75222,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.11,6213.0,2.32,Chicago,Spanish,594,1929,9,Outdoor Adventurers,1/2/2021,16.490760995564113,-14.170760995564113
75381,Innovate Industries,Display,Men 18-24,30 days,YouTube,0.12,5909.0,2.4,Houston,English,650,2422,10,Tech Enthusiasts,10/7/2021,19.265733638976293,-16.865733638976295
75407,TechCorp,Search,Men 18-24,30 days,Email,0.1,6842.0,2.25,Los Angeles,Spanish,310,9856,10,Tech Enthusiasts,5/8/2021,16.638588142752255,-14.388588142752255
75686,Alpha Innovations,Social Media,Men 18-24,30 days,Email,0.19,7388.0,2.57,Chicago,English,930,3275,9,Health & Wellness,11/5/2021,13.868042510211131,-11.29804251021113
75993,Alpha Innovations,Search,Men 18-24,30 days,Google Ads,0.12,7500.0,3.85,New York,Mandarin,527,5168,10,Tech Enthusiasts,14-03-2021,15.178829343028124,-11.328829343028124
76764,Alpha Innovations,Social Media,Men 18-24,30 days,Email,0.08,5303.0,5.47,Chicago,English,737,5709,10,Fashionistas,24-04-2021,21.467324169849316,-15.997324169849318
77192,Innovate Industries,Display,Men 18-24,30 days,Facebook,0.08,5157.0,7.28,Miami,Mandarin,611,7866,10,Fashionistas,26-06-2021,22.07508630457842,-14.795086304578419
77318,TechCorp,Influencer,Men 18-24,15 days,Email,0.12,5990.0,2.8,New York,English,695,3906,9,Outdoor Adventurers,30-10-2021,17.1046908289549,-14.3046908289549
77369,DataTech Solutions,Influencer,Men 18-24,15 days,Facebook,0.1,6230.0,6.54,Chicago,French,955,8370,10,Fashionistas,20-12-2021,18.27306903253787,-11.73306903253787
77422,NexGen Systems,Display,Men 18-24,30 days,Google Ads,0.14,6315.0,2.39,Chicago,German,460,1749,8,Health & Wellness,11/2/2021,14.421690587200118,-12.031690587200117
77785,TechCorp,Email,Men 18-24,30 days,Instagram,0.13,6427.0,2.79,Miami,Spanish,180,6261,10,Health & Wellness,9/2/2021,17.712964069194168,-14.922964069194169
77868,Innovate Industries,Influencer,Men 18-24,45 days,Facebook,0.1,6263.0,3.48,New York,German,391,4084,10,Fashionistas,3/5/2021,18.176787493646962,-14.696787493646962
77907,Alpha Innovations,Social Media,Men 18-24,30 days,Email,0.13,6273.0,2.74,Miami,Mandarin,286,8206,9,Foodies,11/6/2021,16.333030139556808,-13.593030139556808
78054,Innovate Industries,Search,Men 18-24,60 days,Email,0.16,5302.0,3.03,New York,English,707,5996,10,Tech Enthusiasts,5/11/2021,21.471373080481126,-18.441373080481124
78299,NexGen Systems,Display,Men 18-24,15 days,Facebook,0.19,6405.0,6.02,New York,French,374,8840,10,Foodies,8/7/2021,17.77380485132099,-11.75380485132099
78434,Alpha Innovations,Social Media,Men 18-24,15 days,YouTube,0.15,7032.0,3.02,Miami,Spanish,235,1335,10,Tech Enthusiasts,20-11-2021,16.189024469953203,-13.169024469953204
78503,DataTech Solutions,Social Media,Men 18-24,60 days,Email,0.19,5609.0,4.84,Chicago,English,335,5999,9,Tech Enthusiasts,28-01-2021,18.266553407994266,-13.426553407994266
78537,TechCorp,Search,Men 18-24,30 days,Website,0.08,5426.0,7.35,Chicago,French,746,2527,10,Foodies,3/3/2021,20.980689287267033,-13.630689287267034
78595,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.1,5804.0,7.59,Los Angeles,Spanish,364,2080,10,Foodies,30-04-2021,19.614269481859225,-12.024269481859225
79170,TechCorp,Search,Men 18-24,30 days,Google Ads,0.09,5045.0,2.42,New York,French,537,8798,10,Outdoor Adventurers,26-11-2021,22.565157596176594,-20.145157596176595
79173,NexGen Systems,Social Media,Men 18-24,45 days,YouTube,0.13,6055.0,3.15,New York,Spanish,969,6922,9,Fashionistas,29-11-2021,16.921073173483048,-13.771073173483048
79237,Alpha Innovations,Display,Men 18-24,45 days,Email,0.18,5371.0,5.12,Houston,Spanish,499,9903,9,Foodies,1/2/2021,19.075981766047263,-13.955981766047262
79319,Alpha Innovations,Social Media,Men 18-24,30 days,Email,0.2,5098.0,7.45,Miami,German,182,2318,10,Outdoor Adventurers,24-04-2021,22.330564941685154,-14.880564941685154
79394,Innovate Industries,Social Media,Men 18-24,60 days,Email,0.16,7062.0,2.62,Houston,Mandarin,686,9121,9,Foodies,8/7/2021,14.508226857184912,-11.888226857184911
79560,Innovate Industries,Search,Men 18-24,30 days,Email,0.17,6060.0,3.68,Miami,French,194,6465,10,Tech Enthusiasts,21-12-2021,18.785679879985302,-15.105679879985303
79702,NexGen Systems,Search,Men 18-24,30 days,Google Ads,0.13,6969.0,2.42,Chicago,English,932,8530,9,Outdoor Adventurers,12/5/2021,14.701836427814586,-12.281836427814586
80329,Alpha Innovations,Display,Men 18-24,30 days,YouTube,0.14,5250.0,4.49,New York,Mandarin,843,8841,8,Outdoor Adventurers,29-01-2021,17.347233534889284,-12.857233534889284
80828,Innovate Industries,Influencer,Men 18-24,60 days,Facebook,0.14,6878.0,3.48,Los Angeles,Spanish,703,7173,9,Tech Enthusiasts,12/6/2021,14.896350402070347,-11.416350402070346
80838,NexGen Systems,Influencer,Men 18-24,45 days,Instagram,0.09,5514.0,3.02,Chicago,German,160,2066,9,Tech Enthusiasts,22-06-2021,18.58126551785271,-15.56126551785271
80864,Alpha Innovations,Social Media,Men 18-24,15 days,Facebook,0.18,5868.0,2.79,Los Angeles,French,421,2642,8,Foodies,18-07-2021,15.520275401869249,-12.73027540186925
80917,Innovate Industries,Search,Men 18-24,45 days,Email,0.2,5132.0,6.08,Los Angeles,French,135,1678,9,Foodies,9/9/2021,19.964360495993734,-13.884360495993734
81132,NexGen Systems,Display,Men 18-24,45 days,YouTube,0.1,5126.0,3.66,Los Angeles,French,797,6753,10,Health & Wellness,12/4/2021,22.208587606849573,-18.548587606849573
